"ID","성별","연령","거주지역"
"0931940863","1","61","서울 송파구"
"0319919875","2","61","부산 해운대구"
"0574139199","2","61","서울 성북구"
"0672480285","1","61","경기 성남시"
"0288573086","2","61","경기 안성시"
"0049846786","1","61","서울 도봉구"
"0191234049","2","61","서울 강남구"
"0418941936","2","61","부산 사하구"
"0361676077","2","61","부산 해운대구"
"0010534652","2","61","부산 부산진구"
"0026485659","2","61","경기 고양시"
"0041895986","2","61","서울 송파구"
"0332403268","2","61","부산 동래구"
"0253903519","2","61","경기 포천시"
"0163927889","1","61","경기 안성시"
"0236796423","2","61","서울 송파구"
"0365663170","2","61","부산 수영구"
"0263279012","2","61","서울 영등포구"
"0582567802","2","61","경기 성남시"
"0228236328","2","61","부산 서구"
"0884594904","1","61","경기 의정부시"
"0210517343","2","61","부산 해운대구"
"0845830629","1","61","경기 남양주시"
"0824375427","2","61","부산 수영구"
"0542258084","2","61","부산 연제구"
"0092507036","1","61","부산 사하구"
"0924810428","1","61","경기 양주시"
"0486410291","1","61","부산 해운대구"
"0489264090","1","61","서울 은평구"
"0194551714","2","61","서울 종로구"
"0579107770","1","61","경기 고양시"
"0074375429","1","61","서울 송파구"
"0302849803","2","61","경기 양평군"
"0611493703","2","61","경기 의정부시"
"0672459048","2","61","경기 안양시"
"0180548566","2","61","부산 연제구"
"0012917464","1","61","경기 군포시"
"0999184958","2","61","부산 해운대구"
"0369715380","2","61","서울 강남구"
"0593471560","1","61","서울 서대문구"
"0827108842","2","61","경기 안양시"
"0972797530","1","61","경기 성남시"
"0815928156","2","61","서울 송파구"
"0064550214","2","61","경기 안양시"
"0473914929","2","61","서울 관악구"
"0908858518","1","61","부산 해운대구"
"0703999623","2","61","부산 중구"
"0332821686","2","61","서울 송파구"
"0569618049","2","61","경기 하남시"
"0290040226","2","61","경기 하남시"
"0698604327","2","61","서울 동대문구"
"0863654185","2","61","서울 강남구"
"0152440226","2","61","서울 서초구"
"0303969993","2","61","경기 과천시"
"0865543538","2","61","경기 양평군"
"0555260477","2","61","부산 중구"
"0569808642","1","61","서울 관악구"
"0411507861","1","61","경기 의왕시"
"0298147977","2","61","부산 해운대구"
"0024014929","2","61","부산 해운대구"
"0452479325","2","61","경기 성남시"
"0486378080","2","61","부산 동구"
"0410980014","2","61","서울 강동구"
"0506042856","2","61","서울 서대문구"
"0655681797","2","61","서울 송파구"
"0764492326","2","61","서울 송파구"
"0079073030","1","61","경기 용인시"
"0631421927","2","61","부산 북구"
"0062900002","1","61","부산 북구"
"0240233869","2","61","서울 노원구"
"0999494396","2","61","서울 송파구"
"0766875918","2","60","경기 안산시"
"0571874790","2","60","서울 노원구"
"0156132649","2","60","서울 송파구"
"0002785392","1","60","경기 양평군"
"0001529116","2","60","경기 고양시"
"0778982664","2","60","서울 송파구"
"0623350547","2","60","서울 중구"
"0647359667","2","60","경기 성남시"
"0455706256","2","60","경기 구리시"
"0349958102","2","60","경기 안산시"
"0253026952","2","60","부산 부산진구"
"0830502424","2","60","경기 안산시"
"0852691164","2","60","서울 마포구"
"0941046914","2","60","서울 영등포구"
"0100133113","2","60","서울 관악구"
"0688844361","2","60","서울 영등포구"
"0488600467","2","60","서울 영등포구"
"0964026460","2","60","부산 부산진구"
"0529781372","2","60","부산 해운대구"
"0740359271","2","60","서울 마포구"
"0703970215","2","60","부산 동래구"
"0588167667","2","60","경기 안양시"
"0839346290","2","60","서울 강남구"
"0908908225","2","60","경기 안양시"
"0011250048","2","60","경기 광명시"
"0329335905","2","60","경기 남양주시"
"0950938876","2","60","서울 구로구"
"0821497179","2","60","경기 성남시"
"0485154739","2","60","경기 양평군"
"0401866517","2","60","경기 군포시"
"0658972837","2","60","경기 안양시"
"0907108390","2","60","부산 해운대구"
"0347651374","2","60","부산 부산진구"
"0198500304","1","60","부산 부산진구"
"0686002732","2","60","부산 해운대구"
"0269786988","2","60","서울 관악구"
"0855192007","1","60","경기 의왕시"
"0281948614","1","60","부산 사하구"
"0104203938","2","60","서울 강남구"
"0425282833","2","60","서울 노원구"
"0057715612","2","60","부산 남구"
"0757784696","2","60","서울 강동구"
"0801926173","2","60","경기 고양시"
"0974642081","2","60","부산 해운대구"
"0875798594","1","60","서울 노원구"
"0140837821","2","60","부산 수영구"
"0063875324","2","60","경기 안양시"
"0045707924","2","60","부산 해운대구"
"0969938653","2","60","경기 구리시"
"0731191765","2","60","경기 과천시"
"0864639893","2","60","부산 동구"
"0386161231","2","60","서울 송파구"
"0369193862","2","60","서울 마포구"
"0125567484","2","60","경기 구리시"
"0515496163","2","60","경기 의왕시"
"0578599761","1","60","경기 의왕시"
"0462583773","2","60","경기 부천시"
"0232230936","2","60","서울 서초구"
"0891803916","1","60","경기 용인시"
"0331129310","2","60","경기 안양시"
"0041004166","2","60","부산 부산진구"
"0297689801","2","60","경기 남양주시"
"0792035149","2","60","경기 수원시"
"0885874343","2","60","부산 해운대구"
"0930947142","2","60","서울 송파구"
"0040271184","2","60","부산 해운대구"
"0949947475","2","60","서울 동작구"
"0452045958","2","60","서울 송파구"
"0739164621","2","60","서울 동대문구"
"0521065163","2","60","부산 강서구"
"0088806960","2","60","부산 해운대구"
"0400186158","2","60","서울 서대문구"
"0242834590","1","60","서울 강동구"
"0293595778","2","60","경기 동두천시"
"0692117342","2","60","서울 송파구"
"0292426955","2","60","서울 동대문구"
"0878341739","2","60","서울 송파구"
"0848016565","1","60","경기 고양시"
"0693992751","2","60","부산 기장군"
"0714704797","2","60","부산 사하구"
"0283656473","2","60","경기 용인시"
"0090623452","2","60","부산 연제구"
"0040239514","2","60","서울 동대문구"
"0549297247","2","60","경기 안양시"
"0299252586","1","60","부산 남구"
"0961966525","2","60","서울 서초구"
"0513786894","2","60","서울 구로구"
"0100310261","2","60","경기 안양시"
"0512272354","2","60","부산 해운대구"
"0621093155","2","60","서울 용산구"
"0246558020","2","60","서울 송파구"
"0381361465","2","60","경기 고양시"
"0695364949","2","60","경기 구리시"
"0501663896","2","60","서울 서대문구"
"0069709181","2","60","경기 부천시"
"0237108387","2","60","서울 영등포구"
"0084517642","1","60","서울 송파구"
"0234956837","2","60","부산 해운대구"
"0958918443","2","60","경기 용인시"
"0889055527","2","60","경기 수원시"
"0645861824","1","60","경기 안양시"
"0644203392","2","60","서울 성동구"
"0083850502","2","60","서울 강동구"
"0621603631","2","60","부산 해운대구"
"0447634404","2","60","경기 성남시"
"0509767950","2","60","경기 수원시"
"0424024478","2","60","부산 서구"
"0158480037","2","60","서울 관악구"
"0784161736","2","60","서울 구로구"
"0492842607","2","60","부산 사하구"
"0969362862","2","60","서울 송파구"
"0648913767","2","60","서울 동대문구"
"0569227236","2","60","서울 서초구"
"0097810821","2","60","경기 수원시"
"0490121442","2","60","경기 안양시"
"0755272308","2","60","부산 해운대구"
"0207822494","2","60","서울 중구"
"0075629254","2","60","서울 강북구"
"0195181709","2","60","부산 남구"
"0022775660","2","60","경기 남양주시"
"0862347438","1","60","서울 금천구"
"0361611069","2","60","서울 강동구"
"0268369788","1","60","경기 수원시"
"0052281987","2","60","경기 성남시"
"0948955683","2","59","부산 영도구"
"0431503774","2","59","서울 송파구"
"0995693918","2","59","부산 남구"
"0826904193","1","59","서울 동작구"
"0144464430","2","59","경기 구리시"
"0242570447","1","59","서울 영등포구"
"0661600411","2","59","경기 의정부시"
"0018861280","2","59","경기 고양시"
"0302242982","2","59","부산 동래구"
"0186283984","2","59","경기 부천시"
"0479049126","2","59","서울 송파구"
"0356753162","2","59","부산 부산진구"
"0506755278","2","59","부산 북구"
"0687961778","2","59","서울 송파구"
"0186714013","2","59","부산 동래구"
"0953494041","2","59","서울 송파구"
"0510399238","1","59","서울 송파구"
"0372951885","1","59","경기 고양시"
"0890639815","2","59","부산 영도구"
"0980555178","2","59","서울 동대문구"
"0278833166","2","59","부산 사하구"
"0570474517","2","59","서울 송파구"
"0733870394","2","59","경기 의정부시"
"0173856307","2","59","서울 도봉구"
"0858292915","1","59","경기 양평군"
"0250756143","2","59","부산 부산진구"
"0302345873","2","59","서울 노원구"
"0579521439","2","59","부산 해운대구"
"0190827590","2","59","경기 시흥시"
"0917917674","1","59","경기 안양시"
"0118335530","2","59","경기 안양시"
"0045775442","1","59","경기 부천시"
"0252935216","2","59","경기 안양시"
"0865039557","2","59","경기 성남시"
"0876829990","2","59","서울 영등포구"
"0269022906","2","59","부산 해운대구"
"0911533930","2","59","서울 강남구"
"0552721533","1","59","경기 시흥시"
"0298307437","1","59","경기 고양시"
"0640386717","1","59","서울 은평구"
"0636875249","2","59","경기 용인시"
"0067866473","2","59","서울 구로구"
"0446082297","2","59","경기 고양시"
"0604465988","1","59","부산 연제구"
"0729870549","2","59","서울 강남구"
"0718288768","1","59","서울 서대문구"
"0308145116","2","59","서울 송파구"
"0139633824","2","59","서울 노원구"
"0812859936","2","59","서울 서초구"
"0380756043","2","59","부산 남구"
"0806826552","2","59","경기 용인시"
"0648434112","2","59","경기 과천시"
"0995714590","2","59","경기 김포시"
"0434065754","2","59","경기 안양시"
"0736101127","2","59","서울 송파구"
"0169720141","2","59","부산 해운대구"
"0982799877","1","59","서울 송파구"
"0165636735","2","59","서울 동작구"
"0545854597","2","59","경기 과천시"
"0691619088","2","59","서울 구로구"
"0615322673","1","59","부산 강서구"
"0243846057","2","59","경기 용인시"
"0078086042","2","59","경기 안양시"
"0760471854","1","59","서울 구로구"
"0967890901","2","59","서울 강서구"
"0591493934","2","59","서울 용산구"
"0934908041","2","59","부산 연제구"
"0096024244","2","59","서울 강남구"
"0363175857","1","59","부산 강서구"
"0688887059","2","59","경기 구리시"
"0809839993","2","59","경기 부천시"
"0905816504","2","59","경기 안산시"
"0128811308","2","59","부산 사상구"
"0763375641","2","59","서울 은평구"
"0818028644","2","59","부산 수영구"
"0775982585","2","59","경기 의정부시"
"0064785371","2","59","서울 노원구"
"0095863764","1","59","서울 동작구"
"0036777369","2","59","서울 서초구"
"0287775077","2","59","부산 수영구"
"0353413790","2","59","경기 성남시"
"0204954840","2","59","경기 하남시"
"0292893165","2","59","경기 화성시"
"0153814743","2","59","경기 고양시"
"0044710669","2","59","부산 남구"
"0570183883","2","59","경기 의왕시"
"0851797958","2","59","경기 안산시"
"0281276682","2","59","서울 금천구"
"0252873176","2","59","경기 과천시"
"0220325762","2","59","경기 안양시"
"0192342761","2","59","부산 수영구"
"0368902303","2","59","부산 해운대구"
"0522513275","1","59","부산 수영구"
"0726246180","1","59","경기 안성시"
"0719816368","2","59","서울 송파구"
"0563845991","2","59","경기 성남시"
"0031637266","2","59","서울 노원구"
"0728494821","2","59","서울 동대문구"
"0158679215","2","59","서울 마포구"
"0625539213","2","59","서울 강남구"
"0293751499","2","59","서울 금천구"
"0776886585","2","59","경기 안양시"
"0106547806","2","59","서울 노원구"
"0389207387","2","59","서울 노원구"
"0647650509","1","59","서울 양천구"
"0618522836","1","59","경기 과천시"
"0236452621","2","59","서울 송파구"
"0134881831","2","59","부산 사하구"
"0448679583","2","59","경기 남양주시"
"0114961844","2","59","경기 화성시"
"0078604480","2","59","서울 동대문구"
"0361017699","2","59","서울 서대문구"
"0836110962","2","59","경기 고양시"
"0043220805","2","59","서울 구로구"
"0330052449","2","59","부산 사상구"
"0558169327","2","59","경기 의정부시"
"0974948810","2","59","서울 송파구"
"0537334271","2","59","서울 은평구"
"0082014734","2","59","경기 안양시"
"0998228250","2","59","서울 송파구"
"0970487250","1","59","서울 강서구"
"0947601408","2","59","부산 해운대구"
"0911990029","2","59","서울 용산구"
"0020843976","2","59","경기 고양시"
"0966149513","2","59","부산 해운대구"
"0241885821","2","59","서울 송파구"
"0818063625","2","59","경기 의왕시"
"0235132514","2","59","부산 연제구"
"0645235459","2","59","부산 사하구"
"0831478563","2","59","부산 부산진구"
"0391319294","2","59","서울 동작구"
"0452555193","2","59","부산 해운대구"
"0516063550","2","59","서울 노원구"
"0963859110","2","59","서울 송파구"
"0201547992","2","59","서울 영등포구"
"0746811350","2","59","경기 수원시"
"0807526904","2","59","서울 구로구"
"0530740502","2","59","서울 서대문구"
"0820909263","2","59","서울 종로구"
"0346157515","2","59","서울 강서구"
"0412395743","2","59","경기 고양시"
"0128257792","2","59","서울 송파구"
"0758219045","1","59","부산 부산진구"
"0089698826","2","59","부산 영도구"
"0777486329","2","59","서울 영등포구"
"0205594382","2","59","부산 사하구"
"0955880444","2","59","경기 의왕시"
"0944574092","2","59","서울 서대문구"
"0492425419","2","59","경기 안양시"
"0079043017","2","59","경기 안양시"
"0172853335","1","59","경기 수원시"
"0543162924","2","59","부산 사하구"
"0821404979","2","59","서울 마포구"
"0789953307","2","59","경기 안양시"
"0098828260","2","59","경기 고양시"
"0291525722","2","59","부산 수영구"
"0348197478","1","59","서울 강북구"
"0567772268","2","59","서울 강서구"
"0326567158","2","59","서울 송파구"
"0492457831","2","59","경기 고양시"
"0743159985","1","59","서울 송파구"
"0137979310","2","59","서울 송파구"
"0415961052","2","59","서울 송파구"
"0534666127","2","59","경기 용인시"
"0102921985","2","59","부산 사상구"
"0860149816","2","59","서울 동작구"
"0385368079","2","59","경기 고양시"
"0859850933","2","59","경기 양주시"
"0005939076","1","59","서울 동작구"
"0146162531","2","59","부산 해운대구"
"0381470802","2","59","경기 안산시"
"0921205970","1","58","서울 노원구"
"0181522798","2","58","서울 서대문구"
"0811796680","1","58","경기 고양시"
"0221286499","2","58","부산 해운대구"
"0524932059","1","58","서울 중랑구"
"0784605586","2","58","부산 해운대구"
"0657347944","2","58","서울 광진구"
"0274103027","2","58","서울 송파구"
"0983431920","2","58","경기 고양시"
"0289645438","2","58","경기 수원시"
"0045135548","2","58","서울 노원구"
"0542948321","2","58","부산 연제구"
"0820007238","1","58","경기 수원시"
"0862504184","1","58","서울 송파구"
"0460278532","2","58","서울 동작구"
"0617469555","2","58","서울 강북구"
"0291197365","2","58","부산 수영구"
"0318586050","2","58","서울 용산구"
"0991220368","2","58","서울 용산구"
"0860756592","2","58","서울 강남구"
"0424406986","2","58","서울 중구"
"0511983400","2","58","서울 강남구"
"0635083788","1","58","경기 고양시"
"0017769924","2","58","부산 금정구"
"0684241171","2","58","경기 안산시"
"0951935975","2","58","서울 동대문구"
"0499797815","2","58","서울 용산구"
"0109015868","1","58","경기 안양시"
"0325298480","2","58","경기 안양시"
"0679463978","2","58","서울 송파구"
"0408314231","2","58","부산 수영구"
"0519446869","2","58","부산 수영구"
"0618819566","2","58","경기 의왕시"
"0860544900","2","58","서울 강남구"
"0700882892","2","58","서울 구로구"
"0857991679","2","58","부산 해운대구"
"0530157522","1","58","서울 양천구"
"0164353013","2","58","경기 안산시"
"0790524834","1","58","부산 기장군"
"0752732101","2","58","부산 영도구"
"0514578295","2","58","경기 파주시"
"0547774305","2","58","부산 서구"
"0557640671","2","58","서울 송파구"
"0579224705","1","58","서울 노원구"
"0784655847","1","58","경기 성남시"
"0553846772","2","58","부산 영도구"
"0761121301","2","58","서울 노원구"
"0070316384","2","58","부산 사상구"
"0836418352","2","58","서울 강서구"
"0760040530","1","58","서울 송파구"
"0597146737","2","58","서울 중랑구"
"0094625168","2","58","부산 사하구"
"0457128192","2","58","부산 서구"
"0484100043","2","58","경기 의왕시"
"0182661811","2","58","서울 강서구"
"0709252477","2","58","서울 송파구"
"0382190896","1","58","경기 고양시"
"0429404736","2","58","경기 안양시"
"0423806986","2","58","부산 사상구"
"0354982135","2","58","서울 은평구"
"0134183462","2","58","서울 강남구"
"0775809442","2","58","서울 강남구"
"0307905328","1","58","서울 강서구"
"0783241035","2","58","경기 고양시"
"0044870572","2","58","부산 부산진구"
"0918728697","2","58","서울 마포구"
"0292249697","2","58","부산 해운대구"
"0197838368","2","58","부산 수영구"
"0481075637","2","58","서울 관악구"
"0040970847","2","58","서울 양천구"
"0040908920","2","58","서울 송파구"
"0122518180","2","58","부산 해운대구"
"0551321095","2","58","부산 영도구"
"0590432116","2","58","서울 관악구"
"0959785273","2","58","서울 양천구"
"0937903533","2","58","서울 양천구"
"0306316277","2","58","서울 송파구"
"0815878702","2","58","경기 의정부시"
"0424214746","2","58","경기 과천시"
"0012593059","1","58","서울 송파구"
"0998623524","2","58","경기 안양시"
"0394844241","2","58","서울 구로구"
"0706991653","2","58","서울 송파구"
"0110615509","1","58","서울 서대문구"
"0697780389","1","58","경기 수원시"
"0070551453","1","58","부산 금정구"
"0033481189","2","58","경기 하남시"
"0164053360","2","58","부산 사상구"
"0455152299","2","58","경기 안양시"
"0438292052","2","58","서울 마포구"
"0107097190","2","58","서울 동작구"
"0255254581","2","58","경기 고양시"
"0048610702","2","58","서울 용산구"
"0543456305","2","58","경기 안양시"
"0173945943","2","58","부산 영도구"
"0584124959","1","58","서울 노원구"
"0776926160","2","58","부산 서구"
"0565298022","2","58","서울 노원구"
"0745362278","2","58","경기 고양시"
"0583509922","1","58","부산 부산진구"
"0328916129","1","58","경기 고양시"
"0137268209","2","58","서울 강남구"
"0537833272","2","58","경기 하남시"
"0804665222","2","58","서울 송파구"
"0243126375","2","58","부산 수영구"
"0783919939","1","58","서울 송파구"
"0147368565","2","58","부산 사하구"
"0314044234","2","58","서울 동대문구"
"0261906160","2","58","경기 고양시"
"0957027961","1","58","서울 강남구"
"0353757037","2","58","경기 고양시"
"0368279829","2","58","부산 수영구"
"0137181554","2","58","경기 안양시"
"0821066851","2","58","부산 해운대구"
"0523000218","2","58","서울 동작구"
"0732329686","2","58","서울 송파구"
"0842669066","2","58","경기 의정부시"
"0879494975","2","58","서울 중랑구"
"0085406518","2","58","경기 고양시"
"0039032455","2","58","경기 남양주시"
"0081033542","2","58","서울 강북구"
"0903380465","2","58","부산 해운대구"
"0553201846","2","58","부산 해운대구"
"0057856451","2","58","경기 김포시"
"0751207254","2","58","경기 광명시"
"0424257199","2","58","경기 고양시"
"0274660667","2","58","서울 강동구"
"0041746933","2","58","서울 노원구"
"0229012184","2","58","서울 동대문구"
"0316180538","2","58","경기 고양시"
"0859336555","2","58","부산 부산진구"
"0422270922","2","58","경기 화성시"
"0235229565","2","58","서울 도봉구"
"0310823653","2","58","서울 강남구"
"0763676829","2","58","서울 노원구"
"0283208775","2","58","부산 부산진구"
"0493856086","2","58","경기 안양시"
"0090390004","2","58","부산 사상구"
"0963246432","2","58","서울 강서구"
"0833202938","2","58","부산 사하구"
"0500769803","2","58","경기 고양시"
"0902008790","1","58","경기 과천시"
"0837350787","2","58","서울 동대문구"
"0135432881","1","58","서울 동작구"
"0864551451","2","58","서울 송파구"
"0785504044","2","58","서울 강서구"
"0068130993","2","58","경기 여주시"
"0904722286","1","58","경기 안양시"
"0401186127","2","58","서울 서초구"
"0594917525","2","58","서울 송파구"
"0447706695","2","58","서울 용산구"
"0902424208","1","58","서울 성동구"
"0059265940","1","58","서울 도봉구"
"0865146875","2","58","서울 동작구"
"0593014935","2","58","서울 송파구"
"0505798894","2","58","부산 연제구"
"0643256474","2","58","서울 강서구"
"0006697787","2","58","서울 강동구"
"0917573485","2","58","부산 해운대구"
"0496750640","2","58","부산 해운대구"
"0511572253","1","58","서울 서대문구"
"0014661989","1","58","서울 은평구"
"0557520775","1","58","경기 군포시"
"0466404470","2","58","경기 안산시"
"0961240213","2","58","서울 강남구"
"0538462459","1","58","서울 중구"
"0035753860","1","58","경기 구리시"
"0045788012","2","57","서울 강남구"
"0476451308","2","57","서울 강서구"
"0254574442","2","57","서울 송파구"
"0738638559","2","57","서울 강남구"
"0700019022","2","57","서울 종로구"
"0820643756","2","57","경기 용인시"
"0043086814","2","57","서울 동대문구"
"0384483350","2","57","부산 사상구"
"0497539005","1","57","부산 수영구"
"0565017092","2","57","경기 성남시"
"0238687206","1","57","서울 중구"
"0388671266","2","57","부산 부산진구"
"0056751763","2","57","서울 동대문구"
"0039696804","1","57","경기 성남시"
"0315955355","2","57","서울 강서구"
"0451602008","2","57","경기 안양시"
"0759950783","2","57","서울 송파구"
"0057823423","2","57","서울 서대문구"
"0374392943","1","57","경기 안양시"
"0634105272","2","57","서울 송파구"
"0183990744","2","57","경기 의정부시"
"0717693199","2","57","부산 해운대구"
"0821546967","2","57","경기 양주시"
"0522379911","2","57","경기 고양시"
"0404988979","2","57","경기 부천시"
"0439000568","2","57","부산 남구"
"0931121828","1","57","경기 안산시"
"0056493915","2","57","경기 성남시"
"0822722386","2","57","경기 광주시"
"0673509910","2","57","경기 성남시"
"0835521692","2","57","부산 부산진구"
"0231931017","1","57","부산 남구"
"0021485976","2","57","부산 수영구"
"0567094375","2","57","경기 양평군"
"0413521043","2","57","경기 고양시"
"0758104703","2","57","부산 사하구"
"0563056641","1","57","경기 광주시"
"0611969661","2","57","서울 송파구"
"0753084335","1","57","서울 강남구"
"0656647126","2","57","서울 은평구"
"0227434233","1","57","경기 이천시"
"0391639212","2","57","부산 북구"
"0397759930","2","57","부산 부산진구"
"0030450189","2","57","부산 남구"
"0641423893","2","57","서울 도봉구"
"0760300387","2","57","부산 강서구"
"0759618301","2","57","부산 사상구"
"0584013846","1","57","경기 과천시"
"0187769196","2","57","경기 과천시"
"0421794905","2","57","경기 성남시"
"0378610964","2","57","부산 해운대구"
"0858852085","2","57","부산 수영구"
"0700383395","2","57","서울 노원구"
"0887462263","2","57","경기 김포시"
"0331207397","2","57","서울 송파구"
"0209762712","1","57","경기 성남시"
"0610654959","2","57","경기 의왕시"
"0257696967","2","57","서울 서대문구"
"0598531123","1","57","부산 부산진구"
"0018168326","1","57","경기 수원시"
"0231374882","2","57","부산 사상구"
"0574838197","2","57","부산 해운대구"
"0404286164","1","57","경기 안양시"
"0314865077","2","57","서울 송파구"
"0406788426","2","57","경기 수원시"
"0798963905","2","57","서울 종로구"
"0423125734","1","57","서울 마포구"
"0171601936","2","57","서울 동대문구"
"0592440292","2","57","경기 의정부시"
"0684316994","1","57","서울 마포구"
"0551866526","2","57","부산 해운대구"
"0471013424","2","57","부산 해운대구"
"0799450738","1","57","부산 수영구"
"0093925916","2","57","부산 사상구"
"0580199410","2","57","서울 중구"
"0442808720","2","57","서울 강남구"
"0259844125","2","57","서울 송파구"
"0223194713","2","57","서울 용산구"
"0784209886","2","57","부산 영도구"
"0672719896","2","57","서울 영등포구"
"0491322361","2","57","경기 부천시"
"0051761252","2","57","경기 고양시"
"0348609693","2","57","부산 강서구"
"0675431311","2","57","서울 영등포구"
"0943844740","2","57","서울 용산구"
"0253834101","2","57","서울 송파구"
"0314301611","2","57","부산 수영구"
"0010646654","2","57","경기 남양주시"
"0514612514","2","57","서울 중랑구"
"0136931687","1","57","서울 서대문구"
"0653671809","2","57","서울 용산구"
"0332840726","2","57","부산 금정구"
"0536135033","2","57","서울 노원구"
"0638004753","2","57","서울 송파구"
"0480846548","1","57","서울 마포구"
"0468565065","1","57","서울 강북구"
"0797992461","2","57","서울 송파구"
"0655222285","2","57","서울 동대문구"
"0553914004","2","57","부산 연제구"
"0946230759","2","57","경기 용인시"
"0122868975","2","57","경기 남양주시"
"0552627258","2","57","부산 서구"
"0186704293","2","57","부산 부산진구"
"0797234442","1","57","경기 구리시"
"0979027794","2","57","경기 안산시"
"0911619473","2","57","경기 양평군"
"0308911683","2","57","서울 서초구"
"0800894489","2","57","서울 송파구"
"0792153998","2","57","서울 양천구"
"0987230818","2","57","경기 부천시"
"0148262594","2","57","경기 고양시"
"0967255954","2","57","서울 동대문구"
"0928106943","2","57","서울 종로구"
"0919853496","2","57","서울 동작구"
"0848554108","2","57","경기 김포시"
"0210168092","2","57","부산 동래구"
"0103867153","2","57","부산 해운대구"
"0788255431","2","57","서울 중구"
"0934366070","2","57","서울 강남구"
"0778693467","1","57","부산 연제구"
"0969208993","2","57","서울 강남구"
"0918939856","2","57","경기 안양시"
"0467675035","2","57","서울 노원구"
"0472833333","1","57","서울 송파구"
"0051207652","2","57","부산 해운대구"
"0744230672","2","57","경기 군포시"
"0061651345","2","57","서울 구로구"
"0977900300","2","57","부산 사하구"
"0965928597","2","57","부산 동래구"
"0653565164","2","57","부산 동래구"
"0627138492","2","57","서울 성북구"
"0620451021","2","57","서울 관악구"
"0878140456","2","57","부산 연제구"
"0984928801","1","57","경기 파주시"
"0645322861","1","57","부산 수영구"
"0550207082","1","57","서울 금천구"
"0243000710","2","57","경기 안양시"
"0196434474","2","57","경기 안양시"
"0035613358","1","57","서울 노원구"
"0753126675","1","57","부산 사상구"
"0714183731","2","57","서울 송파구"
"0677460513","2","57","부산 기장군"
"0191785318","2","57","부산 동래구"
"0592548665","2","57","부산 해운대구"
"0541500789","2","57","서울 양천구"
"0551461425","1","57","서울 서초구"
"0902569137","1","57","부산 해운대구"
"0153082714","2","57","부산 강서구"
"0632218960","2","57","부산 사상구"
"0435477109","2","57","부산 해운대구"
"0551074475","2","57","경기 양평군"
"0445256049","2","57","서울 영등포구"
"0943532664","2","57","서울 마포구"
"0808656572","1","57","부산 해운대구"
"0229333642","1","57","경기 시흥시"
"0695064390","2","57","경기 부천시"
"0095419503","2","57","경기 안양시"
"0571071154","2","57","부산 서구"
"0273081949","2","57","경기 남양주시"
"0508717702","2","57","경기 안양시"
"0525332801","2","57","서울 노원구"
"0804878467","1","57","서울 종로구"
"0790152087","1","57","서울 강남구"
"0594203523","1","57","경기 안산시"
"0377656253","2","57","경기 안산시"
"0015298598","2","57","경기 군포시"
"0466860921","2","57","부산 남구"
"0432778165","2","57","경기 안양시"
"0420191474","2","57","서울 서초구"
"0393444447","2","57","서울 용산구"
"0838914305","2","57","경기 김포시"
"0482880014","2","57","경기 안양시"
"0188463907","2","57","부산 부산진구"
"0249453141","2","57","서울 강동구"
"0781614619","2","57","서울 강동구"
"0671880116","2","57","경기 양평군"
"0585671345","2","57","경기 과천시"
"0419397276","2","57","경기 고양시"
"0350845706","2","57","서울 강서구"
"0592992699","2","57","서울 송파구"
"0119937052","2","57","부산 해운대구"
"0900153313","2","57","경기 고양시"
"0584431338","1","57","서울 중랑구"
"0347878114","2","57","경기 구리시"
"0211815933","1","57","서울 구로구"
"0302684574","2","57","경기 파주시"
"0520456684","2","57","서울 강서구"
"0199723551","2","57","서울 강남구"
"0053526927","2","57","부산 연제구"
"0155460193","1","57","부산 해운대구"
"0645722751","1","56","부산 해운대구"
"0493521953","2","56","부산 수영구"
"0369410041","2","56","서울 송파구"
"0860864167","2","56","경기 과천시"
"0589586352","2","56","서울 강동구"
"0082021577","2","56","경기 성남시"
"0785794298","1","56","경기 남양주시"
"0254311129","2","56","서울 중랑구"
"0794995929","2","56","서울 동대문구"
"0563001584","2","56","경기 안양시"
"0651829706","2","56","부산 사하구"
"0733937156","2","56","부산 해운대구"
"0325355681","2","56","경기 남양주시"
"0265405567","2","56","경기 의왕시"
"0418430022","1","56","부산 해운대구"
"0454460865","2","56","부산 사상구"
"0238161368","2","56","경기 고양시"
"0585647398","2","56","경기 의왕시"
"0575747895","2","56","부산 부산진구"
"0276690067","2","56","서울 동작구"
"0006272726","2","56","부산 강서구"
"0965501961","2","56","서울 동작구"
"0924010590","1","56","경기 안양시"
"0867371343","1","56","부산 남구"
"0300958450","2","56","서울 용산구"
"0827335236","2","56","부산 해운대구"
"0155816847","1","56","서울 강남구"
"0415827821","1","56","경기 의왕시"
"0980881628","2","56","서울 용산구"
"0046903627","2","56","경기 용인시"
"0337426663","1","56","서울 강남구"
"0033757415","2","56","부산 남구"
"0814052768","1","56","서울 영등포구"
"0639837912","1","56","경기 성남시"
"0139721462","2","56","서울 용산구"
"0026601444","2","56","서울 양천구"
"0534964412","2","56","경기 고양시"
"0419763560","2","56","부산 사상구"
"0461284644","2","56","서울 서초구"
"0488782876","2","56","경기 고양시"
"0059042092","1","56","서울 강남구"
"0001387032","2","56","서울 은평구"
"0057511132","2","56","부산 기장군"
"0997144126","2","56","경기 광주시"
"0878310664","2","56","서울 서대문구"
"0075329925","2","56","부산 동래구"
